,Protein_ID,Pfam_Families
5072,Q70LM7,PF00501
5073,Q10CE7,PF13410
5074,Q16394,PF03016
5075,Q13163,PF00564
5076,P06463,PF00518
5077,O54901,PF00047
5078,P32357,PF05282
5079,A0A1V4D079,PF13649
5080,Q86X55,PF11531
5081,P18825,PF00001
5082,Q9I4L4,PF13689
5083,Q2V8W4,PF00915
5084,O48963,PF13426
5085,Q45458,PF01367
5086,Q5KWC1,PF01367
5087,P07584,PF01400
5088,Q9X278,PF00871
5089,Q96QZ7,PF00625
5090,P09620,PF00450
5091,A0A072ZHL9,PF00990
5092,K9TY40,PF00502
5093,P23222,PF02518
5094,Q8IVW4,PF00069
5095,A8BZ95,PF00069
5096,Q67PY4,PF00282
5097,Q877H2,PF00118
5098,P25874,PF00153
5099,Q28943,PF01180
5100,P06328,PF07686
5101,P31785,PF21605
5102,P15369,PF01828
5103,A0A3Q7EK40,PF23598
5104,P10809,PF00118
5105,P41145,PF00001
5106,P14719,PF00047
5107,E5KIY2,PF00753
5108,P23509,PF00483
5109,A1E4A3,PF08727
5110,Q8KGE0,PF08100
5111,A0A0G2JZC4,PF01437
5112,U3KRF8,PF00652
5113,Q9UIW2,PF08337
5114,A7ZVS7,PF01048
5115,P00309,PF00502
5116,P0A0Z8,PF02348
5117,G0S1R8,PF02259
5118,P0A0N4,PF08360
5119,G0S0B9,PF21188
5120,Q7NTW8,PF02839
5121,P0CG48,PF00240
5122,P0A6F5,PF00118
5123,O96048,PF00652
5124,A8LP63,PF13426
5125,O14775,PF00400
5126,O88879,PF21296
5127,Q8LFA9,PF05063
5128,Q99PJ1,PF00028
5129,C0SPA0,PF00128
5130,E3QHV8,PF09118
5131,A0A2U9GGW3,PF00407
5132,Q8KFZ1,PF06445
5133,P05803,PF00064
5134,Q9HB29,PF13895
5135,O60741,PF00027
5136,O88704,PF00027
5137,P24279,PF00493
5138,Q6P2P2,PF06325
5139,P77211,PF02321
5140,P0C0L4,PF00207
5141,F6IAY7,PF00753
5142,P05230,PF00167
5143,I3V6A7,PF08100
5144,Q47NR9,PF00501
5145,P25025,PF00001
5146,G8G134,PF00423
5147,E1AXT8,PF01070
5148,Q6NZB1,PF13649
5149,Q8TF76,PF12330
5150,R4R1U5,PF00501
5151,E9BG32,PF00132
5152,P00175,PF00173
5153,P37024,PF24473
5154,G0RVK1,PF00734
5155,Q756Z6,PF00571
5156,P16753,PF00716
5157,Q0PC20,PF01048
5158,B3Y963,PF00115
5159,Q9NPC2,PF07885
5160,Q12200,PF00873
5161,Q88VM8,PF00550
5162,A6VKV4,PF01293
5163,Q96F46,PF16556
5164,Q9H293,PF06083
5165,Q8DR52,PF01473
5166,P26918,PF00753
5167,O60264,PF09110
5168,P02671,PF08702
5169,Q7LHI2,PF00734
5170,A0A2I4PGZ0,PF00232
5171,P26358,PF01426
5172,Q5SI28,PF00117
5173,Q96GA7,PF00291
5174,Q05996,PF23736
5175,Q9NXL9,PF00493
5176,P17181,PF09294
5177,Q27084,PF14517
5178,A0A067YRY3,PF02972
5179,P25103,PF00001
5180,Q9HD40,PF05889
5181,A0A6L8PCC3,PF00483
5182,A0A077K7L1,PF08241
5183,P53290,PF04670
5184,Q2Z0T5,PF00118
5185,E7F2J4,PF14798
5186,Q9NR22,PF06325
5187,A8PUY1,PF01764
5188,O14727,PF21296
5189,P28278,PF12524
5190,O75144,PF22705
5191,Q922X9,PF06325
5192,Q65ZC0,PF07654
5193,P05231,PF00489
5194,O57946,PF00155
5195,Q6JKR9,PF08727
5196,A0A0D1XFW6,PF01063
5197,P42216,PF02348
5198,O95398,PF00027
5199,Q9XEH4,PF00931
5200,A0A2P1GNT2,PF00064
5201,P48356,PF00041
5202,Q61115,PF12349
5203,A6T4W3,PF01048
5204,A4JIV2,PF00483
5205,P13255,PF13649
5206,C4LXG4,PF01048
5207,Q9ZEU2,PF00128
5208,Q9JI92,PF00595
5209,P50382,PF00290
5210,A0A140UHJ0,PF13426
5211,Q6PYX1,PF07654
5212,Q5F4T5,PF00915
5213,A8PUY5,PF01764
5214,A0ZNP3,PF00915
5215,Q00001,PF00295
5216,P51512,PF11857
5217,A6G4D7,PF08443
5218,Q9ZWQ6,PF01590
5219,Q9BZ95,PF17907
5220,Q9UYG2,PF18330
5221,Q01401,PF00128
5222,P9WFK7,PF17668
5223,D4QE74,PF03055
5224,P06766,PF14792
5225,A0A0X1KHD2,PF00548
5226,P26992,PF00041
5227,P26441,PF01110
5228,O75462,PF09067
5229,P0AES2,PF13378
5230,Q54527,PF08100
5231,Q96QK1,PF03635
5232,P17109,PF02775
5233,Q8P3K2,PF13378
5234,F2RB79,PF04715
5235,F8X1N1,PF00756
5236,O30298,PF00459
5237,P0AF12,PF01048
5238,Q2NB98,PF00196
5239,Q6Q627,PF00132
5240,Q9M6U3,PF08540
5241,P97438,PF07885
5242,P0A8X2,PF04264
5243,Q8U093,PF00291
5244,A0A0H2ZE85,PF07472
5245,P01023,PF00207
5246,O59791,PF00291
5247,P0A0N3,PF08360
5248,Q10741,PF21299
5249,Q9YBL2,PF00291
5250,P51788,PF00654
5251,Q8NFT2,PF03807
5252,O60934,PF00533
5253,M1E1G2,PF13426
5254,Q96RU2,PF22566
5255,M1E1F9,PF13426
5256,A4ZPY8,PF07992
5257,P01843,PF07654
5258,Q775J3,PF17488
5259,O04385,PF08100
5260,P15018,PF01291
5261,Q3AF10,PF00118
5262,Q7DN95,PF01453
5263,O53585,PF19320
5264,P30559,PF00001
5265,Q9NXG6,PF13640
5266,P39662,PF00970
5267,P0AGE0,PF00436
5268,X2KZJ9,PF00483
5269,P00549,PF00224
5270,Q88E39,PF13426
5271,P41273,PF00229
5272,B6KBE8,PF00571
5273,Q7L523,PF04670
5274,A0A1L8FIE8,PF00207
5275,Q2YKK7,PF07536
5276,P09238,PF00045
5277,Q9NQL2,PF04670
5278,P61112,PF00118
5279,P12572,PF00523
5280,F8WJP6,PF00551
5281,P9WKZ3,PF00551
5282,O25928,PF07977
5283,P69327,PF00686
5284,Q9X0C3,PF22640
5285,P47998,PF00291
5286,C0LTM6,PF08100
5287,P14565,PF13604
5288,P20809,PF07400
5289,Q97TX6,PF00291
5290,A0A0H2Z6F6,PF00753
5291,P52306,PF00514
5292,P15034,PF05195
5293,Q8HXQ5,PF00664
5294,Q8TFL9,PF00840
5295,P20933,PF01112
5296,P04519,PF11440
5297,P42345,PF02259
5298,P01589,PF00084
5299,Q8N5Z0,PF00155
5300,O23346,PF00475
5301,P06633,PF00475
5302,A0A3Q7IF17,PF23598
5303,O75604,PF00443
5304,P52026,PF01367
5305,O35228,PF00041
5306,F6MIW5,PF00149
5307,Q9I0Y7,PF02321
5308,P0A7G6,PF00154
5309,A0A0H2UP35,PF00232
5310,A0A384E135,PF13847
5311,Q5SGX1,PF03483
5312,Q24973,PF00156
5313,A0A0F7R6G7,PF00501
5314,B4RKD2,PF14714
5315,E3PRJ4,PF02310
5316,Q03405,PF00021
5317,Q76VI8,PF07921
5318,P49235,PF00232
5319,Q4QEW7,PF01180
5320,P32927,PF21460
5321,Q79SH7,PF17940
5322,D9N168,PF00476
5323,P40189,PF00041
5324,P29460,PF10420
5325,O07091,PF10643
5326,A8QW55,PF07716
5327,P51691,PF00884
5328,Q8GKX2,PF00753
5329,E1C9K5,PF00476
5330,Q57991,PF00696
5331,P03485,PF00598
5332,O96989,PF02724
5333,P06493,PF00069
5334,B4E6Q3,PF00043
5335,P26954,PF09067
5336,P93025,PF13426
5337,P22557,PF00155
5338,W8QF82,PF00232
5339,K4KA16,PF07652
5340,P08668,PF20682
5341,Q5V8Z9,PF00603
5342,Q8DAP0,PF08003
5343,P20023,PF00084
5344,A0A0F9XHQ5,PF00734
5345,A0A4D5XMK4,PF00441
5346,P9WIK3,PF01507
5347,D5EHC5,PF01063
5348,A0M8U4,PF00664
5349,G2Q665,PF00734
5350,O96019,PF00022
5351,P50389,PF01048
5352,Q9Y4E8,PF06337
5353,D3KTZ8,PF23446
5354,Q9UQB8,PF08397
5355,P03819,PF00999
5356,P01160,PF00212
5357,Q8K183,PF08543
5358,A0A097NZ77,PF11889
5359,M9TI86,PF00603
5360,G2X3Y1,PF00544
5361,A0A3F3RXI7,PF05577
5362,Q0S914,PF13977
5363,A0A4V8H040,PF01966
5364,C6F474,PF00523
5365,Q9T0A7,PF16363
5366,O95256,PF18452
5367,O61363,PF14830
5368,Q5ZK43,PF05197
5369,P01175,PF00220
5370,P08236,PF00703
5371,O14625,PF00048
5372,O15212,PF01920
5373,D3DK85,PF00166
5374,O05701,PF00809
5375,P00929,PF00290
5376,A0A125SA05,PF08100
5377,A6ZUP2,PF00970
5378,P17643,PF00264
5379,Q4K8M0,PF14518
5380,A1Z092,PF07652
5381,Q5JIT1,PF14890
5382,A0A193PKW5,PF16990
5383,P17571,PF00173
5384,A0A024E1X5,PF00064
5385,Q5M586,PF07664
5386,P00729,PF05388
5387,P23971,PF00501
5388,Q113V7,PF18921
5389,Q3JP94,PF00441
5390,P11954,PF00291
5391,Q6SZW1,PF07647
5392,Q4QHJ8,PF00069
5393,P37019,PF00654
5394,Q333U6,PF03621
5395,Q9RNB4,PF01177
5396,D0VWZ9,PF03443
5397,Q8KI25,PF01494
5398,C8VAU8,PF01370
5399,P82251,PF13520
5400,I4BYB2,PF00374
5401,S7UT92,PF00069
5402,P20589,PF00145
5403,Q53W52,PF01070
5404,E3PY95,PF02310
5405,Q82446,PF03115
5406,Q9X1L6,PF01012
5407,O08498,PF00753
5408,P42494,PF14791
5409,E1BR24,PF07992
5410,A5K7E9,PF00156
5411,P06993,PF00196
5412,Q382U0,PF00069
5413,P43213,PF03330
5414,Q9RTX5,PF01063
5415,M4JT39,PF00753
5416,O95274,PF00021
5417,O14931,PF07686
5418,P17157,PF00069
5419,P31016,PF00625
5420,Q8A8A4,PF01965
5421,Q8U3I4,PF14890
5422,O66841,PF01512
5423,P06653,PF01473
5424,Q9NQS3,PF08205
5425,P50740,PF01070
5426,B2UIZ1,PF13378
5427,A0A0S3ANR1,PF23598
5428,A7ZHV1,PF00075
5429,K7QVW7,PF18678
5430,A3TMR7,PF01674
5431,A0A0X9QTS2,PF00064
5432,Q9LYU8,PF00696
5433,P32246,PF00001
5434,P20273,PF08205
5435,P02302,PF00125
5436,P32657,PF18196
5437,P51797,PF00571
5438,P13232,PF01415
5439,D0EM77,PF00413
5440,A0A395V8I7,PF16355
5441,Q8YN91,PF01926
5442,Q8KAS1,PF01926
5443,P02293,PF00125
5444,B5THI3,PF00407
5445,A0A024E1S8,PF00622
5446,A0A3Q3ANV4,PF24017
5447,A0A024QYS6,PF07554
5448,Q14191,PF00270
5449,O67931,PF07992
5450,P30550,PF00001
5451,Q07837,PF00128
5452,P11717,PF00878
5453,A0A2I8B6R1,PF00560
5454,A0A3G4RHU4,PF02156
5455,Q9CQJ2,PF08190
5456,O43715,PF05254
5457,A0A3S7WR45,PF00069
5458,Q6IDD9,PF07647
5459,P9WIR3,PF00903
5460,Q2FWX0,PF12679
5461,P15309,PF00328
5462,P08492,PF00423
5463,A0QYW6,PF00582
5464,Q75I93,PF00232
5465,P56373,PF00864
5466,P06855,PF13671
5467,P82279,PF00008
5468,P72508,PF00502
5469,P68433,PF00125
5470,P01870,PF07654
5471,Q96MS0,PF00041
5472,Q92832,PF12947
5473,P16083,PF02525
5474,Q9NQR1,PF00856
5475,Q86MV5,PF22600
5476,Q977U7,PF08240
5477,Q38834,PF23598
5478,F4Y426,PF00698
5479,Q81VW8,PF00809
5480,O90368,PF01661
5481,P23219,PF03098
5482,A0A8T0NWI5,PF00141
5483,P25942,PF00020
5484,P9WHQ9,PF00156
5485,Q98SW6,PF12349
5486,G5EKM4,PF03723
5487,A5F5R2,PF01048
5488,Q9UYB2,PF03481
5489,Q16F38,PF00224
5490,P56463,PF01048
5491,Q72AS3,PF00374
5492,P06828,PF00523
5493,P16297,PF18707
5494,P0A444,PF00124
5495,F7J696,PF01063
5496,P69328,PF00686
5497,S7ZIW0,PF00686
5498,Q03045,PF00686
5499,Q14213,PF00041
5500,H7CGE2,PF02156
5501,A0A979HMS8,PF08100
5502,Q5SJ64,PF14791
5503,Q0GXS4,PF23446
5504,A0A8I3AZT7,PF07859
5505,Q9WYA4,PF01926
5506,D0QF43,PF00331
5507,Q9SE00,PF00149
5508,P22862,PF00561
5509,Q12314,PF04252
5510,O44049,PF13859
5511,P13721,PF00777
5512,P43886,PF00132
5513,Q8XUA5,PF07472
5514,P39748,PF00867
5515,R4KV67,PF00064
5516,A0A1L9WG58,PF00734
5517,F5HDB7,PF11108
5518,P41160,PF02024
5519,G0S4S9,PF02259
5520,O00429,PF01031
5521,P32507,PF08205
5522,A0A6P3EL78,PF13520
5523,W5P8K2,PF00128
5524,Q5CRJ8,PF00069
5525,A7U694,PF00915
5526,D0LR31,PF01063
5527,Q1R3B6,PF00118
5528,Q5T9L3,PF06664
5529,O95760,PF15095
5530,Q56217,PF00507
5531,O59611,PF05175
5532,Q9P8P3,PF00734
5533,C3V2B5,PF00959
5534,Q815J1,PF07992
5535,G0UYF4,PF00224
5536,A0AAJ6N6K0,PF17932
5537,W8P1L2,PF00840
5538,A0A7S0U215,PF02972
5539,P13010,PF02735
5540,P13866,PF00474
5541,P13080,PF00128
5542,P28566,PF00001
5543,B4WI75,PF01383
5544,P9WML5,PF00155
5545,Q8ZP84,PF00582
5546,Q9H422,PF00069
5547,P14769,PF03414
5548,A0A173FE28,PF00753
5549,Q5HEB7,PF07478
5550,P53131,PF00270
5551,Q7PNF2,PF01395
5552,P01876,PF07654
5553,A0A0A7Y424,PF00753
5554,P06804,PF00229
5555,P9WP53,PF00291
5556,Q9S5X0,PF03030
5557,Q2FZE3,PF04203
5558,P0A9M2,PF00156
5559,Q05JF3,PF01216
5560,Q0H2W9,PF08241
5561,E9PMV2,PF07654
5562,E3Q9X3,PF09118
5563,Q01574,PF16177
5564,P13201,PF17416
5565,Q8H8C7,PF01476
5566,P49368,PF00118
5567,P03212,PF11108
5568,D0VWR1,PF00421
5569,A0A1I5R890,PF12867
5570,P15530,PF02189
5571,F9UT54,PF00291
5572,P23921,PF03477
5573,A0A087D8U9,PF07554
5574,P04608,PF00539
5575,E7E815,PF00548
5576,A0A9Y2YA81,PF00407
5577,O27564,PF07885
5578,B1KIH6,PF07700
5579,Q7X9A9,PF00232
5580,C5NSW6,PF07716
5581,D5STZ7,PF08100
5582,P02283,PF00125
5583,Q9E006,PF20682
5584,C5YH12,PF08100
5585,P54687,PF01063
5586,Q9D1N4,PF12036
5587,A0AAJ6N6K3,PF12036
5588,P82197,PF08543
5589,A0A0U1KYI6,PF13510
5590,C6KT68,PF00175
5591,P04920,PF07565
5592,G9NTY1,PF00734
5593,Q8GU20,PF00232
5594,Q9KR62,PF04131
5595,K9J4F7,PF01111
5596,Q94BT6,PF12937
5597,Q72547,PF00075
5598,A0A290U7C4,PF20160
5599,Q71QF2,PF07468
5600,O15570,PF00291
5601,A8YJV7,PF00501
5602,A0A1S4NYG1,PF00664
5603,P26393,PF00483
5604,P11802,PF00069
5605,P0A6T5,PF01227
5606,A0A075LQ94,PF18330
5607,P38247,PF16818
5608,O00311,PF00069
5609,P24785,PF00270
5610,P20917,PF08205
5611,A0A0H2XI76,PF04203
5612,P10145,PF00048
5613,A0A5Q5ADH9,PF00753
5614,Q8IJR9,PF00117
5615,Q5SID9,PF01048
5616,P28335,PF00001
5617,P0A8P1,PF03588
5618,P30968,PF00001
5619,P00306,PF00502
5620,A1C3L3,PF04286
5621,Q8J0K6,PF00840
5622,P61887,PF00483
5623,P0A4T9,PF13411
5624,Q9XAY4,PF00753
5625,P08758,PF00191
5626,A1AC32,PF08003
5627,Q20R18,PF00064
5628,W9BCK7,PF12327
5629,Q6IYF9,PF00001
5630,Q9X4K7,PF01039
5631,O15382,PF01063
5632,D5VUA1,PF00142
5633,P00782,PF22148
5634,P09190,PF00283
5635,P01180,PF00220
5636,Q96MK3,PF06702
5637,Q746I8,PF01070
5638,Q9KMN1,PF00132
5639,P56601,PF01593
5640,Q9NUT2,PF00664
5641,Q76KY3,PF00501
5642,A6KWT9,PF22244
5643,P58880,PF00475
5644,Q07010,PF00156
5645,Q7LYT7,PF09154
5646,Q7JYX0,PF00043
5647,O00222,PF00003
5648,Q93YN9,PF06090
5649,P9WFX9,PF00291
5650,Q5FYV5,PF00483
5651,Q9RTI9,PF21196
5652,O93708,PF13614
5653,D5SK09,PF19086
5654,A5K2B2,PF01242
5655,Q08638,PF00232
5656,Q1RAG2,PF00664
5657,Q9NRK6,PF00664
5658,Q8K4Z3,PF03853
5659,P41784,PF09392
5660,P22498,PF00232
5661,O22287,PF00132
5662,Q8Z5I4,PF00483
5663,Q96IJ6,PF00132
5664,P21359,PF13716
5665,Q9DBB5,PF01652
5666,P32628,PF00627
5667,Q9VIH7,PF00566
5668,D3XFN7,PF00075
5669,A0QTR9,PF12705
5670,A0A1S9DK56,PF00264
5671,P29717,PF00150
5672,Q3Y185,PF12229
5673,O00816,PF00090
5674,C6KTB6,PF01242
5675,A0A0D5YK08,PF00682
5676,A0A0H2YU91,PF00754
5677,P0A879,PF00291
5678,Q975F9,PF00132
5679,A0A6P5CNW8,PF00664
5680,Q6P1C1,PF06090
5681,P02853,PF00190
5682,P40416,PF00664
5683,Q14831,PF00003
5684,P34712,PF00664
5685,P54728,PF00627
5686,A0A6J2K041,PF04666
5687,Q9UQG0,PF13804
5688,A0A1E1FFN6,PF00232
5689,Q6DN90,PF16453
5690,F2QQK6,PF00664
5691,Q03689,PF14479
5692,A0A0B9X4I2,PF00664
5693,P56255,PF21196
5694,D5ANJ6,PF00142
5695,Q2G0I4,PF07992
5696,P0A881,PF01371
5697,P22505,PF00232
5698,P25767,PF00142
5699,P70207,PF08337
5700,P09884,PF12254
5701,P05000,PF00143
5702,A4XGA6,PF07221
5703,Q8Y7B7,PF01515
5704,P14384,PF13620
5705,P49642,PF01896
5706,P0DPI1,PF01742
5707,P62877,PF12678
5708,A5A616,PF22865
5709,P42787,PF13620
5710,Q45U61,PF00445
5711,P43489,PF00020
5712,D0VV09,PF00704
5713,Q8PDA8,PF03301
5714,B1WPM8,PF00128
5715,Q1LRY0,PF02310
5716,Q2UNF9,PF00264
5717,P9WMC1,PF21313
5718,A0A3F2YLY8,PF01011
5719,Q6WZB0,PF02668
5720,Q8WXF7,PF02263
5721,Q1K9H2,PF00506
5722,P42527,PF02816
5723,Q9FRV0,PF00182
5724,H0VCJ6,PF15508
5725,Q9UDY8,PF13895
5726,Q2YQ76,PF19303
5727,P0A738,PF01967
5728,O58456,PF00590
5729,Q93096,PF22785
5730,P30694,PF00311
5731,F6BL85,PF04685
5732,Q6J5N4,PF02537
5733,A0A2Z5XAU0,PF22903
5734,O33877,PF07977
5735,Q8TCB7,PF08242
5736,Q0P8Q4,PF01497
5737,P06858,PF00151
5738,O29598,PF00437
5739,B2ZB02,PF00264
5740,Q54S83,PF02636
5741,P29068,PF00246
5742,P0AEE8,PF02086
5743,Q8YWS9,PF12899
5744,Q55487,PF00535
5745,P14902,PF01231
5746,P31224,PF00873
5747,Q8DP79,PF01327
5748,Q13394,PF03281
5749,P26281,PF01288
5750,A0A833FHE1,PF02275
5751,P04825,PF11940
5752,P52700,PF00753
5753,Q8G9L0,PF02426
5754,I7HB71,PF00753
5755,P0C2S5,PF00404
5756,P06437,PF17416
5757,P02592,PF13202
5758,P38182,PF02991
5759,Q8BH64,PF18150
5760,Q8H1R0,PF10604
5761,P00439,PF01842
5762,Q9KTK0,PF14489
5763,P47205,PF03331
5764,P36924,PF00686
5765,A0A8T9DN77,PF02797
5766,Q38C91,PF19303
5767,A0A0H3GM04,PF00903
5768,Q28175,PF03055
5769,Q16853,PF01179
5770,P24093,PF04619
5771,A0A0H2UQE4,PF02012
5772,P02753,PF00061
5773,Q7MZT3,PF00109
5774,M0QUM1,PF00541
5775,Q9T0N8,PF09265
5776,P17405,PF19272
5777,A6ND01,PF03024
5778,Q8IYV9,PF15005
5779,P27472,PF05693
5780,P19079,PF00383
5781,B9RU15,PF00628
5782,P65249,PF02223
5783,Q96PN6,PF00211
5784,A3T0D1,PF03480
5785,K7YEW5,PF03408
5786,P47122,PF03029
5787,Q8A1G3,PF00128
5788,G2QG48,PF08031
5789,Q4CQE2,PF02502
5790,D3WZ85,PF07687
5791,Q00955,PF08326
5792,Q91ZW2,PF10250
5793,P70375,PF00008
5794,O35002,PF22694
5795,Q01813,PF00365
5796,Q9BV86,PF05891
5797,Q24451,PF09261
5798,L0E155,PF04820
5799,P0A029,PF12327
5800,B6THD4,PF01156
5801,P0C0U4,PF08443
5802,A0A452CSW8,PF00258
5803,P57758,PF04193
5804,Q94BU8,PF00383
5805,Q43125,PF12546
5806,P62617,PF02542
5807,Q05098,PF07715
5808,P78536,PF16698
5809,D3W065,PF03472
5810,Q7NQP7,PF03472
5811,A0A0B4KG38,PF01403
5812,Q24323,PF01403
5813,P09960,PF09127
5814,O13828,PF05026
5815,P9WIL5,PF02569
5816,P15289,PF00884
5817,P0A786,PF00185
5818,P13382,PF12254
5819,A0A074MDU6,PF07859
5820,P0AB91,PF00793
5821,P24133,PF08244
5822,P9WKG9,PF01128
5823,Q8IWA4,PF00350
5824,O25242,PF00712
5825,O08760,PF00730
5826,R4V2Q5,PF19019
5827,M1CSC4,PF03917
5828,A0A183CD52,PF03917
5829,Q10588,PF02267
5830,P35557,PF00349
5831,P18669,PF00300
5832,Q9H9S5,PF22921
5833,A6L2E5,PF13320
5834,P07814,PF21972
5835,Q58L87,PF00440
5836,P0A3F4,PF00543
5837,Q2S7D2,PF13407
5838,C5AP93,PF03308
5839,Q9UHL4,PF05577
5840,O59952,PF03893
5841,P16278,PF21317
5842,P9WQG9,PF13527
5843,Q15119,PF10436
5844,Q8NP73,PF01678
5845,A7B1V0,PF00282
5846,L7PYQ2,PF07859
5847,P35475,PF01229
5848,Q33DX5,PF07091
5849,F1NBW0,PF22600
5850,Q9Z2X8,PF07707
5851,O88998,PF12308
5852,G3XDA2,PF00109
5853,Q0P9D1,PF17836
5854,A3DJ38,PF13671
5855,Q0TR53,PF00963
5856,P78356,PF01504
5857,Q14114,PF07645
5858,Q5EK40,PF09101
5859,A0A1U7Q1U3,PF00150
5860,P49638,PF00650
5861,G3XD76,PF14602
5862,P48775,PF03301
5863,Q00972,PF10436
5864,P97612,PF01425
5865,O94925,PF12796
5866,P09143,PF02629
5867,P54818,PF02057
5868,P60327,PF00795
5869,Q96GG9,PF03556
5870,P30822,PF08767
5871,O32164,PF00266
5872,G2IN02,PF04909
5873,P35790,PF01633
5874,O15498,PF13774
5875,O53512,PF01474
5876,Q5JFV9,PF21344
5877,Q9I194,PF01804
5878,W7JP72,PF00152
5879,Q9UK05,PF00019
5880,B0ZE06,PF01656
5881,D1D8L6,PF11991
5882,P03518,PF19019
5883,Q9HW02,PF01225
5884,Q9HTM2,PF00625
5885,Q8IIS0,PF02580
5886,O75129,PF18411
5887,Q99312,PF06437
5888,P24559,PF00437
5889,P08563,PF05750
5890,Q72KX2,PF01547
5891,Q96562,PF02797
5892,Q9KKZ8,PF00196
5893,P08191,PF00419
5894,P09464,PF00061
5895,O06961,PF00871
5896,Q96KQ7,PF00023
5897,A6VKP1,PF03480
5898,O94609,PF16191
5899,P43246,PF01624
5900,P68826,PF01327
5901,P0A1F0,PF07478
5902,O00204,PF00685
5903,P11456,PF02157
5904,Q9HZK0,PF00933
5905,Q8C6L5,PF03281
5906,Q9X0L9,PF13458
5907,A0A067YX61,PF22814
5908,P08473,PF01431
5909,A0A175WC91,PF13577
5910,Q58530,PF01163
5911,Q8IKG4,PF08436
5912,P21549,PF00266
5913,P30138,PF00899
5914,A0A1P8VSI6,PF22825
5915,P07987,PF00734
5916,O75530,PF00400
5917,O08547,PF13774
5918,B8I944,PF01261
5919,P08049,PF01431
5920,N9V397,PF00300
5921,Q9RE05,PF01473
5922,A7KMF0,PF22514
5923,P0A434,PF02126
5924,Q99538,PF20985
5925,P56119,PF08501
5926,P22304,PF00884
5927,Q99497,PF01965
5928,Q8GRC7,PF00296
5929,O25664,PF01128
5930,Q12109,PF00579
5931,B3ECE3,PF00581
5932,Q9NWW6,PF13238
5933,O33853,PF00150
5934,Q6XJV4,PF08205
5935,P9WPA7,PF00485
5936,O81100,PF21467
5937,Q4DJ68,PF00390
5938,Q26710,PF01786
5939,A0A060TAG5,PF13577
5940,P28012,PF02431
5941,P08575,PF12567
5942,Q6N8W4,PF13458
5943,Q9DER5,PF23106
5944,P00651,PF00545
5945,Q89ZI2,PF18344
5946,A0A1D3S5H0,PF07519
5947,P09603,PF05337
5948,Q92484,PF19272
5949,F2I8Y0,PF07972
5950,P07024,PF02872
5951,Q8TEK3,PF08123
5952,P59846,PF20979
5953,P35052,PF01153
5954,O66728,PF00571
5955,P0AEN8,PF05025
5956,Q4CWB4,PF00494
5957,P37268,PF00494
5958,Q9Y617,PF00266
5959,P43490,PF18127
5960,Q7M537,PF04587
5961,Q9HBE4,PF02372
5962,Q8ZKT7,PF07221
5963,I2DBY1,PF21105
5964,P78504,PF21700
5965,O43913,PF13191
5966,A0A2D1UXN2,PF10604
5967,P09598,PF00882
5968,W8QN64,PF13407
5969,B3PBD9,PF17137
5970,P36639,PF00293
5971,Q8RLY5,PF05014
5972,Q8PDX2,PF08545
5973,E5D0X5,PF08244
5974,P15379,PF00193
5975,P18013,PF06511
5976,O57712,PF01189
5977,P53041,PF00149
5978,A0R3E2,PF19303
5979,Q6YMS4,PF20907
5980,B0RY21,PF05299
5981,Q8IAR7,PF00579
5982,P28907,PF02267
5983,Q9LAK3,PF06002
5984,P06873,PF05922
5985,Q9NRG4,PF00856
5986,P04298,PF21004
5987,P50225,PF00685
5988,Q8Y3M3,PF00768
5989,Q9BHT8,PF00245
5990,Q7Z2E3,PF11969
5991,Q5H3Z2,PF01327
5992,A0A075B5H6,PF00703
5993,Q9Y251,PF03662
5994,Q672W7,PF01327
5995,O43148,PF03291
5996,P60472,PF01255
5997,Q9R194,PF00875
5998,P07762,PF00128
5999,P22734,PF01596
6000,P0A6B4,PF00842
6001,Q9I4X0,PF00126
6002,Q9R0M5,PF04265
6003,Q2GI30,PF01327
6004,Q7S860,PF03055
6005,Q9UBC3,PF17980
6006,P09378,PF02311
6007,A5F5Y7,PF04205
6008,A0A0U1MWF9,PF24708
6009,Q99720,PF04622
6010,P21980,PF00927
6011,O74985,PF12569
6012,H9J9M0,PF01607
6013,Q2FHI3,PF06018
6014,P42701,PF00041
6015,P31614,PF03996
6016,Q9GZT9,PF13640
6017,Q5SHX3,PF02223
6018,P24300,PF01261
6019,Q9Y6N5,PF07992
6020,P0ACT6,PF00440
6021,P02743,PF00354
6022,Q15274,PF01729
6023,K0J0N5,PF22612
6024,Q96S44,PF06293
6025,Q93LE9,PF01327
6026,O42807,PF01764
6027,Q9HZN8,PF02223
6028,E3SLL2,PF01327
6029,P9WFX1,PF00425
6030,O14649,PF07885
6031,Q8Y5E4,PF19293
6032,Q5SM28,PF03129
6033,P14775,PF02315
6034,A0A090BWT0,PF02140
6035,P63182,PF00386
6036,P53396,PF16114
6037,Q9HIN1,PF21433
6038,P03420,PF00523
6039,Q96X16,PF01179
6040,P0A927,PF03502
6041,Q8IJV6,PF00406
6042,Q8U248,PF02926
6043,Q97UL5,PF18376
6044,O00418,PF02816
6045,P05068,PF17997
6046,Q8NBK3,PF03781
6047,E2GM63,PF08388
6048,Q83XN4,PF03576
6049,D5X329,PF00543
6050,Q14145,PF07707
6051,Q16875,PF01591
6052,A0A0M3KKU6,PF02435
6053,P81128,PF23083
6054,A0A174ZZA3,PF00703
6055,A0A0A6YVN3,PF18105
6056,G4FEF4,PF22676
6057,P0AAB4,PF01977
